trip_id,distance_km,traffic_density,weather_impact,day_of_week,hour_of_day,actual_time_mins,timestamp,avg_speed_kmh
3678,87.02,7,1.4,5,4,175.69,2026-05-13 14:51:57,29.718253742387155
3679,78.35,1,1.5,1,12,132.71,2026-05-13 14:51:57,35.42310300655564
3680,8.23,6,1.9,1,21,72.97,2026-05-13 14:51:57,6.767164588186927
3681,107.29,5,1.2,6,19,186.91,2026-05-13 14:51:57,34.441174897009255
3682,21.23,8,1.3,5,3,100.12,2026-05-13 14:51:57,12.722732720735118
3683,28.47,4,1.8,6,3,90.05,2026-05-13 14:51:57,18.969461410327597
3684,137.73,2,1.3,5,8,209.83,2026-05-13 14:51:57,39.38331029881332
3685,126.69,5,1.4,3,7,218.94,2026-05-13 14:51:57,34.71910112359551
3686,124.25,3,1.1,4,11,199.54,2026-05-13 14:51:57,37.36093013932044
3687,50.39,10,1.3,5,18,136.6,2026-05-13 14:51:57,22.13323572474378
3688,30.99,5,1.2,2,1,85.22,2026-05-13 14:51:57,21.818821872799813
3689,99.46,10,1.6,5,12,208.48,2026-05-13 14:51:57,28.62432847275518
3690,134.42,7,1.4,5,18,225.61,2026-05-13 14:51:57,35.74841540711847
3691,106.92,7,1.2,1,20,187.39,2026-05-13 14:51:57,34.234484230748706
3692,10.62,8,1.9,0,3,85.42,2026-05-13 14:51:57,7.4596113322406925
3693,112.87,4,1.3,3,14,196.88,2026-05-13 14:51:57,34.397602600568874
3694,121.93,1,1.5,3,7,175.42,2026-05-13 14:51:57,41.70448067495155
3695,116.5,8,1.2,0,8,208.17,2026-05-13 14:51:57,33.57832540711919
3696,96.55,4,1.9,3,10,179.76,2026-05-13 14:51:57,32.22630173564753
3697,140.03,6,1.9,1,2,233.75,2026-05-13 14:51:57,35.94352941176471
3698,77.53,6,1.1,4,7,151.9,2026-05-13 14:51:57,30.624094799210006
3699,140.08,6,1.9,5,4,249.32,2026-05-13 14:51:57,33.71089363067544
3700,102.62,1,1.8,5,9,170.4,2026-05-13 14:51:57,36.13380281690141
3701,73.18,8,1.6,4,10,167.38,2026-05-13 14:51:57,26.232524793882185
3702,19.21,10,1.5,1,11,118.28,2026-05-13 14:51:57,9.74467365573216
3703,110.73,4,1.9,2,11,195.92,2026-05-13 14:51:57,33.91077991016742
3704,16.94,5,1.6,6,8,79.73,2026-05-13 14:51:57,12.748024582967517
3705,107.97,10,1.5,2,15,216.33,2026-05-13 14:51:57,29.94591596172514
3706,58.6,8,1.9,2,3,147.67,2026-05-13 14:51:57,23.80984627886504
3707,77.64,1,1.5,4,14,134.56,2026-05-13 14:51:57,34.61950059453032
3708,63.83,9,1.9,6,19,159.03,2026-05-13 14:51:57,24.08224863233352
3709,134.17,8,1.1,1,20,233.5,2026-05-13 14:51:57,34.4762312633833
3710,111.5,4,1.9,6,11,191.95,2026-05-13 14:51:57,34.85282625683772
3711,30.51,9,1.1,4,6,114.11,2026-05-13 14:51:57,16.04241521339059
3712,33.04,1,1.4,0,5,72.34,2026-05-13 14:51:57,27.403925905446503
3713,136.35,6,1.3,4,13,221.59,2026-05-13 14:51:57,36.91953608014801
3715,53.26,5,1.6,3,4,127.41,2026-05-13 14:51:57,25.08123381210266
3716,117.02,2,1.7,4,5,180.96,2026-05-13 14:51:57,38.79973474801061
3717,58.04,7,1.4,4,15,132.61,2026-05-13 14:51:57,26.260463011839224
3718,8.9,3,1.1,1,13,57.64,2026-05-13 14:51:57,9.26439972241499
3719,74.61,6,1.6,1,13,159.37,2026-05-13 14:51:57,28.089351822802286
3720,115.42,10,1.0,5,22,220.36,2026-05-13 14:51:57,31.426756217099292
3721,67.55,3,1.7,4,7,142.58,2026-05-13 14:51:57,28.426146724645807
3722,100.59,1,1.6,0,4,157.78,2026-05-13 14:51:57,38.25199645075422
3723,24.44,10,1.2,0,16,107.54,2026-05-13 14:51:57,13.635856425516089
3724,11.37,10,1.7,4,14,106.58,2026-05-13 14:51:57,6.4008256708575715
3726,125.22,5,2.0,5,7,227.61,2026-05-13 14:51:57,33.00909450375642
3727,98.09,4,1.2,4,6,160.52,2026-05-13 14:51:57,36.66459008223274
3728,122.85,3,1.4,2,5,204.47,2026-05-13 14:51:57,36.04929818555289
3729,10.02,5,1.6,3,18,71.01,2026-05-13 14:51:57,8.466413181242078
3730,47.95,7,2.0,0,0,136.17,2026-05-13 14:51:57,21.128001762502755
3731,98.85,1,1.2,5,19,147.78,2026-05-13 14:51:57,40.133982947624844
3732,44.07,3,1.5,6,10,93.95,2026-05-13 14:51:57,28.14475784992017
3733,109.23,4,1.6,3,18,187.46,2026-05-13 14:51:57,34.96105835911661
3734,60.84,5,1.7,3,7,138.77,2026-05-13 14:51:57,26.305397420191685
3735,62.95,2,1.4,4,9,107.82,2026-05-13 14:51:57,35.03060656649973
3736,121.74,5,1.1,2,19,207.92,2026-05-13 14:51:57,35.13081954597922
3737,79.66,10,1.1,5,12,170.16,2026-05-13 14:51:57,28.08885754583921
3738,29.59,3,1.0,4,10,68.52,2026-05-13 14:51:57,25.910683012259195
3739,14.68,3,1.4,6,2,58.69,2026-05-13 14:51:57,15.007667405009371
3740,45.86,8,1.1,4,18,121.46,2026-05-13 14:51:57,22.654371809649266
3741,55.4,9,1.4,1,11,152.21,2026-05-13 14:51:57,21.838249786479203
3742,137.02,8,1.1,1,23,228.68,2026-05-13 14:51:57,35.950673430120695
3743,88.51,7,1.9,2,12,184.23,2026-05-13 14:51:57,28.82592411659339
3744,87.14,8,1.3,5,7,173.84,2026-05-13 14:51:57,30.075931891394383
3745,5.01,4,1.4,2,18,56.09,2026-05-13 14:51:57,5.359244072027098
3746,112.61,2,1.4,6,13,168.74,2026-05-13 14:51:57,40.04148393978902
3747,28.14,8,1.3,2,5,111.5,2026-05-13 14:51:57,15.142600896860987
3748,130.83,10,1.0,2,19,232.07,2026-05-13 14:51:57,33.82513896669109
3749,84.51,5,1.8,2,5,172.93,2026-05-13 14:51:57,29.321690857572428
3750,87.77,4,1.4,2,7,167.32,2026-05-13 14:51:57,31.47382261534784
3751,34.08,9,1.5,3,8,121.89,2026-05-13 14:51:57,16.77578144228403
3752,60.81,10,2.0,1,4,175.81,2026-05-13 14:51:57,20.753085717535978
3753,35.08,10,1.3,4,10,128.45,2026-05-13 14:51:57,16.386142467886337
3754,102.47,8,1.7,0,6,196.96,2026-05-13 14:51:57,31.215475223395615
3755,73.72,5,1.6,4,14,152.47,2026-05-13 14:51:57,29.01029710762773
3756,12.95,1,1.8,4,1,65.27,2026-05-13 14:51:57,11.90439711965681
3757,5.04,2,1.7,4,22,56.54,2026-05-13 14:51:57,5.3484258931729745
3758,53.16,7,1.9,0,5,134.38,2026-05-13 14:51:57,23.735674951629708
3759,16.4,7,1.5,0,10,94.08,2026-05-13 14:51:57,10.459183673469386
3760,127.84,2,1.0,6,7,188.25,2026-05-13 14:51:57,40.74581673306773
3761,121.59,6,1.1,2,16,207.42,2026-05-13 14:51:57,35.17211455018803
3762,29.18,4,2.0,0,23,94.16,2026-05-13 14:51:57,18.593882752761257
3763,67.25,5,1.2,5,7,139.52,2026-05-13 14:51:57,28.92058486238532
3764,117.46,3,1.2,0,15,180.75,2026-05-13 14:51:57,38.9908713692946
3765,96.61,10,1.8,0,23,204.64,2026-05-13 14:51:57,28.32584050039093
3767,115.88,4,2.0,0,12,206.67,2026-05-13 14:51:57,33.64203803164465
3768,52.25,1,1.0,5,2,95.4,2026-05-13 14:51:57,32.861635220125784
3769,130.04,10,1.8,5,2,239.11,2026-05-13 14:51:57,32.63100664965915
3770,47.14,10,1.6,1,1,145.52,2026-05-13 14:51:57,19.43650357339197
3771,54.71,9,1.8,6,18,148.72,2026-05-13 14:51:57,22.07235072619688
3772,33.41,2,1.3,6,3,89.13,2026-05-13 14:51:57,22.49074385728711
3773,143.1,1,1.9,4,0,209.74,2026-05-13 14:51:57,40.93639744445504
3774,134.31,1,1.5,4,16,200.31,2026-05-13 14:51:57,40.23064250411861
3775,116.29,5,1.3,3,0,190.74,2026-05-13 14:51:57,36.58068575023592
3776,118.69,3,1.7,6,0,196.48,2026-05-13 14:51:57,36.244910423452765
3777,135.95,1,1.8,5,15,204.31,2026-05-13 14:51:57,39.92462434535754
3778,101.94,1,1.2,1,15,160.14,2026-05-13 14:51:57,38.19408017984264
3779,34.11,4,1.5,5,10,93.64,2026-05-13 14:51:57,21.856044425459206
3780,105.12,9,1.5,5,5,199.59,2026-05-13 14:51:57,31.600781602284684
3781,10.86,1,1.2,3,10,37.55,2026-05-13 14:51:57,17.352862849533956
3782,110.51,5,1.1,4,21,186.11,2026-05-13 14:51:57,35.627317178013
3783,69.6,10,1.9,6,7,185.84,2026-05-13 14:51:57,22.470942746448557
3784,79.55,3,1.9,5,7,142.84,2026-05-13 14:51:57,33.41500980117613
3785,32.67,9,1.0,0,9,106.08,2026-05-13 14:51:57,18.478506787330318
3786,72.53,7,1.7,1,0,153.85,2026-05-13 14:51:57,28.285992850178747
3787,45.9,8,1.2,0,6,122.07,2026-05-13 14:51:57,22.560825755713935
3788,53.66,2,1.0,0,4,95.02,2026-05-13 14:51:57,33.883392969901074
3789,68.91,5,1.7,4,20,148.02,2026-05-13 14:51:57,27.93271179570328
3790,12.44,1,1.3,3,16,51.73,2026-05-13 14:51:57,14.428764739996133
3791,116.89,3,1.8,6,22,194.88,2026-05-13 14:51:57,35.98830049261084
3792,33.87,3,1.9,2,13,104.1,2026-05-13 14:51:57,19.521613832853024
3793,58.46,5,1.9,5,4,130.5,2026-05-13 14:51:57,26.878160919540232
3794,8.12,7,1.9,1,6,84.13,2026-05-13 14:51:57,5.791037679781291
3795,66.27,7,1.1,0,15,147.14,2026-05-13 14:51:57,27.023243169770286
3796,143.78,3,1.9,5,18,236.48,2026-05-13 14:51:57,36.48004059539919
3797,65.21,10,1.8,5,10,170.53,2026-05-13 14:51:57,22.94376356066381
3798,57.0,10,1.3,2,15,157.87,2026-05-13 14:51:57,21.66339393171597
3799,18.0,9,1.7,5,16,114.34,2026-05-13 14:51:57,9.445513381143957
3800,57.0,6,1.1,6,11,131.95,2026-05-13 14:51:57,25.918908677529373
3801,102.21,4,1.8,4,15,181.07,2026-05-13 14:51:57,33.86866957530237
3802,77.25,2,1.6,1,1,131.92,2026-05-13 14:51:57,35.1349302607641
3803,124.95,1,1.9,1,10,201.23,2026-05-13 14:51:57,37.255876360383645
3804,74.99,2,1.0,2,17,131.16,2026-05-13 14:51:57,34.30466605672461
3805,79.98,8,1.6,1,23,183.47,2026-05-13 14:51:57,26.15577478606857
3806,126.58,7,1.6,1,16,232.94,2026-05-13 14:51:57,32.60410406113162
3807,128.63,7,1.3,6,17,222.34,2026-05-13 14:51:57,34.71170279751731
3808,50.72,7,1.8,4,22,128.06,2026-05-13 14:51:57,23.76386069030142
3809,122.66,10,1.7,1,16,235.33,2026-05-13 14:51:57,31.273530786555046
3810,111.68,2,1.4,4,17,173.63,2026-05-13 14:51:57,38.59240914588493
3811,29.94,4,1.6,6,0,84.61,2026-05-13 14:51:57,21.231532915731
3812,82.54,6,1.4,0,22,159.63,2026-05-13 14:51:57,31.024243563239995
3813,77.27,7,1.7,0,10,166.55,2026-05-13 14:51:57,27.836685679975982
3814,9.48,5,1.8,5,19,82.95,2026-05-13 14:51:57,6.857142857142857
3815,141.76,10,1.3,1,17,245.63,2026-05-13 14:51:57,34.62769205715914
3816,26.35,6,1.4,1,0,95.02,2026-05-13 14:51:57,16.638602399494847
3817,145.58,3,1.2,3,1,227.61,2026-05-13 14:51:57,38.37616976407012
3818,65.19,9,1.6,5,8,157.84,2026-05-13 14:51:57,24.780790674100352
3819,110.31,8,1.5,4,6,207.48,2026-05-13 14:51:57,31.89994216310006
3820,51.85,1,1.2,2,7,105.17,2026-05-13 14:51:57,29.58067890082723
3821,6.79,4,1.7,2,16,64.83,2026-05-13 14:51:57,6.284127718648774
3822,67.42,3,1.7,0,23,135.83,2026-05-13 14:51:57,29.781344327468158
3823,57.92,7,1.4,6,3,133.33,2026-05-13 14:51:57,26.064651616290405
3824,115.42,6,1.6,6,11,201.53,2026-05-13 14:51:57,34.36312211581402
3825,141.85,3,1.5,2,8,214.61,2026-05-13 14:51:57,39.6579842505009
3826,8.89,2,1.8,6,20,57.27,2026-05-13 14:51:57,9.313776846516502
3827,38.18,8,1.3,6,5,115.9,2026-05-13 14:51:57,19.765314926660913
3828,92.54,5,1.0,0,16,170.05,2026-05-13 14:51:57,32.65157306674507
3829,65.27,4,1.4,5,6,138.89,2026-05-13 14:51:57,28.196414428684573
3830,86.11,1,1.1,5,17,135.24,2026-05-13 14:51:57,38.203194321206745
3831,99.1,5,1.1,4,23,172.62,2026-05-13 14:51:57,34.44560305874174
3832,140.89,6,1.4,0,13,241.16,2026-05-13 14:51:57,35.05307679548847
3833,60.3,9,2.0,3,15,168.45,2026-05-13 14:51:57,21.47818343722173
3834,62.99,6,1.2,4,16,141.12,2026-05-13 14:51:57,26.781462585034017
3835,61.74,3,1.5,4,23,114.3,2026-05-13 14:51:57,32.40944881889764
3836,11.84,2,1.7,5,0,68.09,2026-05-13 14:51:57,10.433250110148332
3837,20.38,8,1.4,0,9,95.07,2026-05-13 14:51:57,12.862101609340487
3838,50.89,1,1.8,6,18,103.57,2026-05-13 14:51:57,29.481510089794345
3839,133.98,5,1.4,5,8,226.99,2026-05-13 14:51:57,35.41477598132076
3840,130.79,6,1.8,5,15,230.04,2026-05-13 14:51:57,34.113197704746995
3841,77.32,2,1.5,5,23,132.85,2026-05-13 14:51:57,34.92058712834024
3842,57.5,2,1.2,6,4,98.93,2026-05-13 14:51:57,34.87314262609926
3843,129.77,7,1.1,5,23,219.21,2026-05-13 14:51:57,35.51936499247297
3844,74.55,8,2.0,0,10,176.49,2026-05-13 14:51:57,25.344212136664964
3845,54.97,8,1.8,2,5,143.57,2026-05-13 14:51:57,22.97276589816814
3846,88.38,1,1.6,4,12,138.92,2026-05-13 14:51:57,38.17160955945868
3847,60.85,4,1.8,4,10,124.25,2026-05-13 14:51:57,29.38430583501006
3848,109.56,5,1.6,6,17,185.08,2026-05-13 14:51:57,35.5176140047547
3849,65.63,6,1.3,4,11,133.81,2026-05-13 14:51:57,29.428293849488075
3850,71.45,1,1.4,1,10,120.91,2026-05-13 14:51:57,35.456124390042184
3852,140.14,8,1.5,5,22,239.43,2026-05-13 14:51:57,35.11840621476005
3853,131.51,2,1.8,0,18,198.8,2026-05-13 14:51:57,39.69114688128772
3854,24.01,4,1.0,1,16,73.34,2026-05-13 14:51:57,19.642759749113715
3855,50.87,3,1.2,3,6,99.21,2026-05-13 14:51:57,30.76504384638645
3856,86.15,8,1.8,1,19,187.33,2026-05-13 14:51:57,27.593017669353546
3857,107.8,10,1.5,1,16,223.37,2026-05-13 14:51:57,28.956439987464744
3858,118.01,4,1.4,6,16,202.1,2026-05-13 14:51:57,35.035131123206334
3859,60.15,7,1.5,3,0,142.85,2026-05-13 14:51:57,25.264263213160657
3860,136.28,10,1.0,4,19,240.68,2026-05-13 14:51:57,33.97374106697689
3861,131.53,7,1.5,6,2,237.66,2026-05-13 14:51:57,33.20626104519061
3862,45.6,8,1.6,2,23,129.56,2026-05-13 14:51:57,21.117628897807965
3863,21.12,5,1.4,2,18,88.66,2026-05-13 14:51:57,14.292803970223325
3864,85.85,10,1.6,3,16,197.23,2026-05-13 14:51:57,26.1167165238554
3865,15.85,6,1.9,1,14,99.59,2026-05-13 14:51:57,9.549151521237071
3866,118.09,4,1.1,3,18,192.57,2026-05-13 14:51:57,36.79389312977099
3867,138.36,1,1.9,3,9,205.32,2026-05-13 14:51:57,40.43249561659849
3868,99.41,10,1.1,5,9,199.33,2026-05-13 14:51:57,29.923242863593032
3869,27.23,5,1.1,5,14,81.95,2026-05-13 14:51:57,19.936546674801708
3870,126.29,9,1.2,2,19,230.78,2026-05-13 14:51:57,32.8338677528382
3871,89.67,3,1.5,1,8,154.8,2026-05-13 14:51:57,34.75581395348837
3872,54.84,7,1.7,3,0,140.87,2026-05-13 14:51:57,23.357705686093563
3873,123.71,7,1.2,4,17,216.79,2026-05-13 14:51:57,34.23866414502514
3874,45.33,4,1.7,3,23,115.2,2026-05-13 14:51:57,23.609374999999996
3875,92.45,9,1.0,5,17,179.22,2026-05-13 14:51:57,30.950786742551056
3876,73.65,8,1.4,3,5,160.26,2026-05-13 14:51:57,27.573942343691506
3877,80.45,1,1.9,4,17,135.34,2026-05-13 14:51:57,35.66573075217969
3878,122.4,6,1.2,0,3,210.59,2026-05-13 14:51:57,34.87345078113871
3879,54.56,1,2.0,0,18,117.53,2026-05-13 14:51:57,27.85331404747724
3880,35.47,7,1.6,6,18,124.72,2026-05-13 14:51:57,17.063822963438103
3881,46.2,4,1.5,6,14,111.6,2026-05-13 14:51:57,24.83870967741936
3882,124.31,10,1.2,6,10,233.01,2026-05-13 14:51:57,32.00978498776877
3883,16.34,3,1.3,4,10,59.89,2026-05-13 14:51:57,16.37001168809484
3884,64.18,4,1.8,1,17,132.65,2026-05-13 14:51:57,29.029777610252545
3885,149.05,2,1.1,4,3,222.03,2026-05-13 14:51:57,40.27834076476152
3886,135.06,6,1.5,0,5,228.31,2026-05-13 14:51:57,35.49384608646139
3887,19.52,6,1.4,1,13,93.56,2026-05-13 14:51:57,12.518170158187258
3888,91.57,1,1.4,4,2,147.7,2026-05-13 14:51:57,37.19837508463101
3889,41.26,1,1.8,5,18,98.31,2026-05-13 14:51:57,25.181568507781506
3890,128.91,6,1.2,4,12,221.27,2026-05-13 14:51:57,34.955484250011295
3891,68.34,2,1.8,2,18,121.19,2026-05-13 14:51:57,33.834474791649484
3892,97.07,10,1.7,1,23,198.97,2026-05-13 14:51:57,29.271749509976377
3893,86.36,9,1.4,3,18,177.93,2026-05-13 14:51:57,29.12156466025965
3894,22.5,6,1.2,4,18,91.17,2026-05-13 14:51:57,14.807502467917077
3895,126.87,1,1.8,3,19,185.96,2026-05-13 14:51:57,40.93460959346096
3896,16.71,2,1.2,2,3,57.8,2026-05-13 14:51:57,17.346020761245676
3897,119.22,8,1.3,5,8,221.13,2026-05-13 14:51:57,32.34839234839235
3898,61.34,5,1.3,1,12,122.86,2026-05-13 14:51:57,29.956047533778285
3899,22.57,7,1.9,4,13,103.36,2026-05-13 14:51:57,13.101780185758514
3900,95.0,4,1.3,0,5,168.13,2026-05-13 14:51:57,33.90233747695236
3901,136.82,2,1.0,3,23,202.62,2026-05-13 14:51:57,40.51525022209061
3902,138.75,5,1.1,0,17,217.04,2026-05-13 14:51:57,38.35698488757833
3903,61.43,3,1.1,6,10,107.0,2026-05-13 14:51:57,34.446728971962614
3904,22.71,1,1.8,2,5,74.9,2026-05-13 14:51:57,18.19225634178905
3905,48.97,6,1.2,1,14,122.34,2026-05-13 14:51:57,24.01667484060814
3906,87.15,6,1.8,2,17,168.54,2026-05-13 14:51:57,31.02527589889641
3907,96.38,5,1.6,1,17,167.6,2026-05-13 14:51:57,34.5035799522673
3908,81.47,9,1.3,5,23,177.12,2026-05-13 14:51:57,27.598238482384822
3909,47.88,2,1.7,6,1,112.34,2026-05-13 14:51:57,25.572369592309062
3910,106.1,6,1.6,0,5,197.11,2026-05-13 14:51:57,32.29668712901425
3911,17.19,9,1.2,0,11,89.88,2026-05-13 14:51:57,11.475300400534046
3912,68.94,4,1.4,0,5,132.11,2026-05-13 14:51:57,31.31027174324426
3913,27.27,5,1.2,3,10,91.58,2026-05-13 14:51:57,17.8663463638349
3914,69.07,9,1.7,2,2,176.95,2026-05-13 14:51:57,23.420175190731847
3915,54.22,4,1.5,2,22,117.0,2026-05-13 14:51:57,27.805128205128206
3916,120.01,4,1.0,1,1,192.28,2026-05-13 14:51:57,37.44851258581236
3917,55.62,6,1.8,5,19,139.39,2026-05-13 14:51:57,23.941459215151735
3918,53.84,9,1.4,4,2,138.01,2026-05-13 14:51:57,23.40699949279038
3919,29.68,1,1.4,2,11,81.38,2026-05-13 14:51:57,21.882526419267634
3920,78.28,7,1.4,6,13,162.51,2026-05-13 14:51:57,28.901606055012
3921,10.87,6,1.7,4,18,79.71,2026-05-13 14:51:57,8.182160331200603
3922,11.86,10,1.0,6,21,99.6,2026-05-13 14:51:57,7.144578313253012
3923,86.51,4,1.3,1,9,160.58,2026-05-13 14:51:57,32.32407522730104
3924,145.36,9,1.0,1,7,257.46,2026-05-13 14:51:57,33.87555348403636
3925,105.92,10,2.0,2,3,226.31,2026-05-13 14:51:57,28.08183465158411
3926,97.56,1,2.0,6,14,156.92,2026-05-13 14:51:57,37.30308437420342
3927,113.91,10,1.4,2,18,225.58,2026-05-13 14:51:57,30.29789874988917
3928,39.99,2,1.8,6,11,98.57,2026-05-13 14:51:57,24.342091914375576
3929,110.54,10,1.2,1,23,219.51,2026-05-13 14:51:57,30.214568812354795
3930,31.22,2,1.7,5,8,83.29,2026-05-13 14:51:57,22.490094849321643
3931,63.47,10,1.6,0,5,164.73,2026-05-13 14:51:57,23.11782917501366
3932,76.4,4,1.5,0,0,151.2,2026-05-13 14:51:57,30.31746031746032
3933,34.34,10,1.9,2,19,137.33,2026-05-13 14:51:57,15.003276778562585
3934,11.14,9,1.2,3,17,87.3,2026-05-13 14:51:57,7.656357388316152
3935,112.26,1,1.2,4,22,162.85,2026-05-13 14:51:57,41.360761436905136
3936,59.46,10,1.8,1,16,168.74,2026-05-13 14:51:57,21.14258622733199
3937,14.81,1,1.9,2,11,61.45,2026-05-13 14:51:57,14.460537021969081
3938,97.51,6,1.9,2,4,187.76,2026-05-13 14:51:57,31.15999147848317
3939,101.71,6,1.3,0,8,192.07,2026-05-13 14:51:57,31.772791169885977
3940,41.09,4,1.8,4,6,100.42,2026-05-13 14:51:57,24.55088627763394
3941,69.54,5,1.2,1,21,139.1,2026-05-13 14:51:57,29.995686556434222
3942,72.96,9,1.4,1,1,166.81,2026-05-13 14:51:57,26.24303099334572
3943,73.78,6,1.7,0,22,153.14,2026-05-13 14:51:57,28.906882591093122
3944,8.27,7,1.1,3,10,80.52,2026-05-13 14:51:57,6.162444113263786
3945,29.91,8,1.4,2,10,116.36,2026-05-13 14:51:57,15.42282571330354
3946,85.01,9,1.8,6,7,194.0,2026-05-13 14:51:57,26.29175257731959
3947,91.62,4,1.4,1,22,170.39,2026-05-13 14:51:57,32.26245671694349
3948,121.75,4,1.6,5,1,199.23,2026-05-13 14:51:57,36.666164734226776
3949,70.84,2,1.1,5,4,122.91,2026-05-13 14:51:57,34.58140102514035
3950,46.06,9,1.6,4,7,144.59,2026-05-13 14:51:57,19.11335500380386
3951,68.21,3,1.1,1,23,125.2,2026-05-13 14:51:57,32.6884984025559
3952,72.02,7,1.1,0,17,149.1,2026-05-13 14:51:57,28.98189134808853
3953,18.13,8,1.7,5,8,94.83,2026-05-13 14:51:57,11.471053464093641
3954,82.1,7,1.2,3,11,166.51,2026-05-13 14:51:57,29.583808780253438
3955,49.67,8,1.7,0,5,145.6,2026-05-13 14:51:57,20.468406593406595
3956,137.15,1,1.6,5,0,209.23,2026-05-13 14:51:57,39.32992400707356
3957,120.17,2,2.0,0,23,202.29,2026-05-13 14:51:57,35.64288892184488
3958,58.89,5,1.7,4,13,127.71,2026-05-13 14:51:57,27.667371388301625
3959,127.35,9,1.5,1,20,237.99,2026-05-13 14:51:57,32.10639102483297
3960,8.85,5,1.2,6,4,72.85,2026-05-13 14:51:57,7.28894989704873
3961,108.03,5,1.8,3,16,202.58,2026-05-13 14:51:57,31.996248395695524
3962,136.24,7,1.9,4,10,237.69,2026-05-13 14:51:57,34.39101350498549
3963,81.77,9,1.6,0,7,187.84,2026-05-13 14:51:57,26.119037478705277
3964,88.92,1,1.1,6,18,146.95,2026-05-13 14:51:57,36.306226607689695
3965,51.49,6,1.7,4,20,122.35,2026-05-13 14:51:57,25.250510829587252
3966,74.7,7,1.1,6,7,154.84,2026-05-13 14:51:57,28.94600878326014
3967,70.73,3,1.9,1,9,142.24,2026-05-13 14:51:57,29.835489313835772
3968,100.06,3,1.4,1,12,158.03,2026-05-13 14:51:57,37.99025501487059
3969,117.37,9,1.5,5,11,224.49,2026-05-13 14:51:57,31.369771482025925
3971,119.27,8,1.3,1,19,211.49,2026-05-13 14:51:57,33.83706085394108
3972,64.19,5,1.9,6,17,144.77,2026-05-13 14:51:57,26.60357808938316
3973,15.86,2,1.4,0,15,68.65,2026-05-13 14:51:57,13.861616897305169
3974,48.05,6,1.3,3,9,113.41,2026-05-13 14:51:57,25.421038709108544
3975,53.58,9,1.5,1,15,143.92,2026-05-13 14:51:57,22.337409672040025
3976,124.69,1,1.1,2,13,179.5,2026-05-13 14:51:57,41.67910863509749
3977,11.98,7,1.2,1,19,73.45,2026-05-13 14:51:57,9.786249149081009
3978,146.14,10,1.8,6,19,274.59,2026-05-13 14:51:57,31.932699661313233
3979,33.74,6,1.9,4,22,107.03,2026-05-13 14:51:57,18.914323086984957
3980,33.7,7,1.6,6,0,109.6,2026-05-13 14:51:57,18.448905109489054
3981,146.17,4,1.3,3,23,223.13,2026-05-13 14:51:57,39.30533769551382
3982,30.18,8,1.8,4,22,112.22,2026-05-13 14:51:57,16.136161112101227
3983,31.74,3,1.1,1,8,72.33,2026-05-13 14:51:57,26.32932393197843
3984,67.09,10,1.2,3,5,155.81,2026-05-13 14:51:57,25.83531223926577
3985,123.48,7,1.1,6,4,205.1,2026-05-13 14:51:57,36.122866894197955
3986,98.29,10,1.9,4,11,208.89,2026-05-13 14:51:57,28.232083871894304
3987,108.26,4,1.4,3,11,180.38,2026-05-13 14:51:57,36.0106441955871
3988,137.6,1,1.4,1,21,201.55,2026-05-13 14:51:57,40.962540312577524
3989,66.93,3,1.6,2,20,123.84,2026-05-13 14:51:57,32.42732558139535
3990,19.94,5,1.9,6,21,88.24,2026-05-13 14:51:57,13.558476881233002
3991,44.29,3,1.0,1,16,87.3,2026-05-13 14:51:57,30.43986254295533
3992,76.13,5,1.9,5,9,165.64,2026-05-13 14:51:57,27.57667230137648
3993,136.53,10,1.0,1,8,253.61,2026-05-13 14:51:57,32.30077678324987
3994,90.76,7,1.4,6,4,173.7,2026-05-13 14:51:57,31.350604490500864
3995,119.13,4,2.0,5,6,205.91,2026-05-13 14:51:57,34.71322422417561
3996,83.41,5,1.7,4,15,169.51,2026-05-13 14:51:57,29.523921892513716
3997,88.99,8,1.7,2,17,179.56,2026-05-13 14:51:57,29.736021385609266
3998,133.6,4,1.9,1,7,227.99,2026-05-13 14:51:57,35.15943681740427
3999,129.79,4,1.9,6,3,219.5,2026-05-13 14:51:57,35.47790432801822
4000,86.97,7,1.2,6,1,167.36,2026-05-13 14:51:57,31.179493307839387
4001,77.3,3,1.2,6,9,131.14,2026-05-13 14:51:57,35.36678359005643
4002,71.89,3,1.8,4,12,143.8,2026-05-13 14:51:57,29.995827538247564
4003,94.92,10,1.0,3,15,202.51,2026-05-13 14:51:57,28.123055651572763
4004,111.14,5,1.3,1,8,190.11,2026-05-13 14:51:57,35.07653463784125
4005,118.38,4,2.0,5,18,204.03,2026-05-13 14:51:57,34.81252756947507
4006,109.47,7,1.8,5,19,198.39,2026-05-13 14:51:57,33.10751549977318
4007,69.65,10,1.7,6,11,170.34,2026-05-13 14:51:57,24.533286368439594
4008,116.66,6,1.5,2,9,209.7,2026-05-13 14:51:57,33.379113018598
4009,84.03,1,1.2,1,11,136.57,2026-05-13 14:51:57,36.91733177125284
4010,23.82,4,1.4,2,20,89.44,2026-05-13 14:51:57,15.979427549194993
4011,47.35,4,1.6,1,5,107.09,2026-05-13 14:51:57,26.52908768325707
4012,86.3,1,1.2,5,12,143.79,2026-05-13 14:51:57,36.01084915501773
4013,30.96,1,1.1,1,2,59.53,2026-05-13 14:51:57,31.204434738787167
